factor	GG	1	1	387647	135967	0.848391051179	-0.952735253140945	-0.999885315791984	8	6	0.0000003224583190376812
company	GG	1	1	179680	60371	0.842936304593	-1.03357952017315	-0.998973440336579	8	6	0.0000006956812110418522
brand	GG	2	2	74504	22947	0.794514091808	-1.07291618845842	-0.993941961565925	8	6	0.000006711049071190808
stock	GG	2	1	3384	2164	0.552560646900	-0.762408561570846	-0.993459093255923	8	6	0.00014775413711583924
gold company	GG	1	1	20	16	0.833333333333	NULL	NULL	8	6	0.00625
dollar cost averaging stock	GG	1	1	1	1	1.000000000000	NULL	NULL	8	6	0.125
key word	gg 249 pill	2	2	1060	811	0.237311385459	NULL	NULL	2	1	0.0018867924528301887
ggppingen design	Gg 6 2-seater Minimoa	1	1	2	2	NULL	NULL	NULL	1	1	0.5
artist	GG Allin	1	1	88455	33083	0.883898709985	-1.00796455746463	-0.992595568102726	5	5	0.000002261036685320219
movie	GG Allin	1	1	15270	6459	0.786216125794	-0.918561055384946	-0.984127808345679	5	5	0.000013097576948264571
creation	GG Allin	1	1	883	725	0.314705882352	NULL	NULL	5	5	0.00022650056625141563
underground character	GG Allin	1	1	5	5	1.000000000000	NULL	NULL	5	5	0.04
punk performance influence	GG Allin	1	1	1	1	NULL	NULL	NULL	5	5	0.2
band	GG Allin's Murder Junkies	1	1	30649	10132	0.750372578241	-1.08724359942632	-0.990625439226499	1	1	0.000032627491924695746
gold stock	GG AUY GLD	1	1	67	34	1.000000000000	NULL	NULL	1	1	0.014925373134328358
manufacturer	GG Blue	1	1	19198	7607	0.722894807640	-1.00500871404951	-0.9986756666815	1	1	0.00005208875924575477
product	GG Collection	1	1	199329	103249	0.787531308703	-0.990656645104571	-0.996902197791307	2	2	0.0000025084157347902213
top line	GG Collection	1	1	56	54	0.431372549019	NULL	NULL	2	2	0.008928571428571428
high-fiber, low-starch food	GG Crispbreads	1	1	1	1	NULL	NULL	NULL	1	1	1
personal business	GG in addition AEM	1	1	38	31	0.166666666666	NULL	NULL	1	1	0.02631578947368421
apparent mark	GG in woodwork	1	1	4	4	NULL	NULL	NULL	1	1	0.25
Kenyans	GG Kariuki	1	1	9	9	1.000000000000	NULL	NULL	1	1	0.1111111111111111
classic gucci design element	GG log	1	1	2	2	NULL	NULL	NULL	1	1	0.5
unhedged midcaps	GG on the stock side	1	1	2	2	NULL	NULL	NULL	1	1	0.5
skateable place	GG Park	1	1	1	1	NULL	NULL	NULL	1	1	1
platform	GG Server Platform	2	2	6205	2587	0.546561604584	-0.988134634522081	-0.998920005450511	3	2	0.00021488047273704003
latforms	GG Server Platform	1	1	7	5	NULL	NULL	NULL	3	2	0.047619047619047616
title	GG Shinobi	1	1	15414	9921	0.665151515151	-0.748697031653329	-0.997140005395198	2	2	0.0000324380433372259
gem	GG Shinobi	1	1	1377	634	0.639037433155	NULL	NULL	2	2	0.00036310820624546115
ccf pad	GG Thinlite	1	1	1	1	NULL	NULL	NULL	1	1	1
contemporary lecturer	GG Zerffi	1	1	1	1	NULL	NULL	NULL	1	1	1
venture	GG's Emporium	1	1	686	633	0.358600583090	NULL	NULL	1	1	0.0014577259475218659
fly	gg-Sucking Leech	1	1	565	292	0.658333333333	NULL	NULL	1	1	0.0017699115044247787
glycoproteins	gg1	1	1	156	95	0.533333333333	NULL	NULL	1	1	0.00641025641025641
Organisations	GGA	1	1	9099	5594	0.665740373163	-0.776095591091071	-0.998476238447227	13	12	0.000008454014388732489
award	GGA	1	1	5469	4368	0.502504173622	-0.576195560674883	-0.998573091647181	13	12	0.000014065291081198924
